URL,sales_rank,overall_rating,discount_value,discount_rate,feature1,answered_ques,positive,negative,exchange,emi,No_of_people,customer_reviews,most_helpful,bank_offer,months,5_rating,4_rating,3_rating,2_rating,1_rating,feature2,feature3
https://www.amazon.in/Vivo-1814-Nebula-Purple-Storage/dp/B07KXCJYN5/ref=sr_1_145?s=electronics&amp;ie=UTF8&amp;qid=1552745405&amp;sr=1-145&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,98,4,3000,20,4.3,139,79,13,1,1,10,126,3,1,3,51,28,8,4,9,3.9,3.8
https://www.amazon.in/Vivo-Y66-Matte-Black-RAM/dp/B06XR9QTGB/ref=sr_1_989?s=electronics&amp;ie=UTF8&amp;qid=1552792310&amp;sr=1-989&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,2354,3.9,5200,33,3.402083333,202,71,19,1,1,3,125,3,1,20-Mar-17,53,18,10,4,15,3.201041667,2.923958333
https://www.amazon.in/Vivo-Y66-Crown-Gold-RAM/dp/B06XR9C3HK/ref=sr_1_730?s=electronics&amp;ie=UTF8&amp;qid=1552762638&amp;sr=1-730&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,699,3.9,9200,46,3.644444444,202,71,19,1,1,3,125,3,1,1-Jan-17,53,18,10,4,15,3.464285714,3.444
https://www.amazon.in/Micromax-Canvas-Lite-Q463-Maple/dp/B01KO8AKUW/ref=sr_1_733?s=electronics&amp;ie=UTF8&amp;qid=1552762638&amp;sr=1-733&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1264,2.4,2404,27,2.4,133,35,56,1,1,7,122,1,1,19-Aug-16,20,15,9,7,49,2.3,2.3
https://www.amazon.in/Lenovo-K8-Note-Venom-Black/dp/B074BN5X99/ref=sr_1_279?s=electronics&amp;ie=UTF8&amp;qid=1552748958&amp;sr=1-279&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,436,3.3,6200,41,4,132,53,39,1,1,5,119,5,1,9-Aug-17,30,23,8,7,32,3.9,3.7
https://www.amazon.in/Motorola-XT1900-2-Sterling-Blue-64GB/dp/B07C7NCQPP/ref=sr_1_337?s=electronics&amp;ie=UTF8&amp;qid=1552750748&amp;sr=1-337&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1004,4,2000,13,3.8,56,70,20,1,1,24,117,1,1,17-Apr-18,47,23,10,5,15,3.8,3.7
https://www.amazon.in/LG-LGM700DSK-Q6-Platinum/dp/B0773PN5TH/ref=sr_1_421?s=electronics&amp;ie=UTF8&amp;qid=1552751877&amp;sr=1-421&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,946,3.7,9391,47,3.2,106,63,27,1,1,45,109,1,1,1-Nov-17,47,16,10,5,22,3,2.7
https://www.amazon.in/Lenovo-A7700-5-5-Inch-Smartphone-Black/dp/B01LYZJHKM/ref=sr_1_397?s=electronics&amp;ie=UTF8&amp;qid=1552751452&amp;sr=1-397&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1319,3.4,2074,25,2.7,122,64,21,1,1,2,109,3,1,1-Jan-17,40,24,15,4,17,2.7,2.9
https://www.amazon.in/Panasonic-Eluga-Arc-Rose-Gold/dp/B06WRNYGKB/ref=sr_1_580?s=electronics&amp;ie=UTF8&amp;qid=1552758090&amp;sr=1-580&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1867,2.8,6992,52,3,108,44,46,1,1,3,106,4,1,9-Feb-17,23,21,10,8,38,2.9,2.9
https://www.amazon.in/Panasonic-Eluga-Arc-Rose-Gold/dp/B06WRNYGKB/ref=sr_1_588?s=electronics&amp;ie=UTF8&amp;qid=1552758090&amp;sr=1-588&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1867,2.8,6992,52,3,108,44,46,1,1,3,106,4,1,9-Feb-17,23,21,10,8,38,2.9,2.9
https://www.amazon.in/Panasonic-Eluga-Arc-2-Gold/dp/B01JLRP6YM/ref=sr_1_953?s=electronics&amp;ie=UTF8&amp;qid=1552791511&amp;sr=1-953&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,2449,2.8,3501,35,3,108,44,46,1,1,3,106,4,1,1-Jan-17,23,21,10,8,38,2.9,2.9
https://www.amazon.in/Panasonic-Eluga-Ray-500-Marine/dp/B078Q5HVTY/ref=sr_1_458?s=electronics&amp;ie=UTF8&amp;qid=1552752536&amp;sr=1-458&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,959,2.3,5191,43,2.4,79,30,57,1,1,11,103,2,1,29-Dec-17,17,13,13,11,46,2.4,2.4
https://www.amazon.in/Panasonic-Eluga-Ray-500-Mocha/dp/B078MHF7DJ/ref=sr_1_667?s=electronics&amp;ie=UTF8&amp;qid=1552759856&amp;sr=1-667&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,967,2.3,5061,42,2.4,79,30,57,1,1,11,103,2,1,25-Dec-17,17,13,13,11,46,2.4,2.4
https://www.amazon.in/Panasonic-Eluga-Ray-500-Champagne/dp/B078Q7DYRW/ref=sr_1_1093?s=electronics&amp;ie=UTF8&amp;qid=1552795623&amp;sr=1-1093&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,2929,2.3,4813,40,2.9,79,30,57,1,1,11,103,2,1,29-Dec-17,17,13,13,11,46,3.6,2.6
https://www.amazon.in/iVooMi-iV-501-16GB-Champagne/dp/B078ND59G5/ref=sr_1_950?s=electronics&amp;ie=UTF8&amp;qid=1552791511&amp;sr=1-950&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,2592,2.5,1801,26,2.5,19,29,63,1,1,6,102,5,1,2-Jan-18,18,11,8,13,50,2.5,2.5
https://www.amazon.in/iVooMi-Me3-Midnight-Black-RAM/dp/B078NCM2BQ/ref=sr_1_1122?s=electronics&amp;ie=UTF8&amp;qid=1552795865&amp;sr=1-1122&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,3029,2.5,1801,26,2.5,19,29,63,1,1,6,102,5,1,2-Jan-18,18,11,8,13,50,2.5,2.5
https://www.amazon.in/Lenovo-K8-Fine-Gold-32GB/dp/B075GT7PSF/ref=sr_1_324?s=electronics&amp;ie=UTF8&amp;qid=1552750526&amp;sr=1-324&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,843,3.5,3500,30,3.6,132,63,26,1,1,3,98,5,1,8-Sep-17,36,27,11,3,23,3.6,3.3
https://www.amazon.in/iVooMi-iV-501-Midnight-Black/dp/B078NCLMDW/ref=sr_1_768?s=electronics&amp;ie=UTF8&amp;qid=1552788098&amp;sr=1-768&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,854,2.1,1801,23,2.9,36,22,69,1,1,12,97,1,1,2-Jan-18,16,6,9,10,59,2.4,2.4
https://www.amazon.in/iVOOMi-iV-501-Champagne-Storage/dp/B078NCLMRN/ref=sr_1_965?s=electronics&amp;ie=UTF8&amp;qid=1552791754&amp;sr=1-965&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1142,2.1,1801,23,2.9,36,22,69,1,1,12,97,1,1,2-Jan-18,16,6,9,10,59,2.4,2.4
https://www.amazon.in/iVooMi-iV-501-Midnight-Black/dp/B078NCLMDW/ref=sr_1_688?s=electronics&amp;ie=UTF8&amp;qid=1552760647&amp;sr=1-688&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,2096,2.1,1801,23,2.9,36,22,69,1,1,12,97,1,1,2-Jan-18,16,6,9,10,59,2.4,2.4
https://www.amazon.in/iVooMi-iV-501-32GB-Teal/dp/B078N9R84J/ref=sr_1_915?s=electronics&amp;ie=UTF8&amp;qid=1552791046&amp;sr=1-915&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,2888,2.1,1801,23,2.9,36,22,69,1,1,12,97,1,1,2-Jan-18,16,6,9,10,59,2.4,2.4
https://www.amazon.in/Panasonic-Eluga-Ray-550-Display/dp/B07DTG2P9G/ref=sr_1_244?s=electronics&amp;ie=UTF8&amp;qid=1552748406&amp;sr=1-244&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,443,3,3454,35,3.3,57,50,41,1,1,12,97,5,1,17-Jun-18,33,17,9,6,35,2.8,2.8
https://www.amazon.in/Panasonic-Eluga-Ray-550-Display/dp/B07DTGDV9B/ref=sr_1_196?s=electronics&amp;ie=UTF8&amp;qid=1552746237&amp;sr=1-196&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,204,3,3445,34,3.3,57,50,41,1,1,12,97,5,1,9,33,17,9,6,35,2.8,2.8
https://www.amazon.in/Panasonic-Eluga-Ray-550-Display/dp/B07DTGDV9B/ref=sr_1_198?s=electronics&amp;ie=UTF8&amp;qid=1552746237&amp;sr=1-198&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,204,3,3445,34,3.3,57,50,41,1,1,12,97,5,1,9,33,17,9,6,35,2.8,2.8
https://www.amazon.in/Vivo-Y53-Crown-Gold-RAM/dp/B06XP76F64/ref=sr_1_451?s=electronics&amp;ie=UTF8&amp;qid=1552752131&amp;sr=1-451&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1621,4.1,2491,23,4.4,137,80,10,1,1,3,97,4,1,1-Jan-17,58,22,10,2,8,4.2,4
https://www.amazon.in/OPPO-A7-Glaze-Storage-Offer/dp/B07MBP65HK/ref=sr_1_137?s=electronics&amp;ie=UTF8&amp;qid=1552745211&amp;sr=1-137&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,114,3.9,3000,18,4,107,79,15,1,1,23,94,1,1,2,51,28,6,3,12,3.9,3.7
https://www.amazon.in/OPPO-A7-Glaring-Storage-Offer/dp/B07MHW7VSK/ref=sr_1_199?s=electronics&amp;ie=UTF8&amp;qid=1552746237&amp;sr=1-199&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,227,3.9,3000,18,4,107,79,15,1,1,23,94,1,1,2,51,28,6,3,12,3.9,3.7
https://www.amazon.in/OPPO-Glaze-Blue-Storage-Offer/dp/B07KQVSXHP/ref=sr_1_201?s=electronics&amp;ie=UTF8&amp;qid=1552746237&amp;sr=1-201&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,195,3.9,2000,11,4,107,79,15,1,1,23,94,1,1,4,51,28,6,3,12,3.9,3.7
https://www.amazon.in/OPPO-Glaring-Gold-Storage-Offer/dp/B07KQVFJPT/ref=sr_1_287?s=electronics&amp;ie=UTF8&amp;qid=1552748958&amp;sr=1-287&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,473,3.9,2000,11,4,107,79,15,1,1,23,94,1,1,20-Nov-18,51,28,6,3,12,3.9,3.7
https://www.amazon.in/Lava-Z91-Blue-Storage-Offers/dp/B07C4YYSPB/ref=sr_1_347?s=electronics&amp;ie=UTF8&amp;qid=1552750748&amp;sr=1-347&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,804,3.6,4500,36,3.6,72,70,23,1,1,2,94,4,1,12-Apr-18,49,21,7,6,17,3.5,3.2
https://www.amazon.in/Lava-Z91-Blue-Storage-Offers/dp/B07GC2BK88/ref=sr_1_706?s=electronics&amp;ie=UTF8&amp;qid=1552762203&amp;sr=1-706&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1427,3.6,3200,32,3.6,72,70,23,1,1,2,94,4,1,10-Aug-18,49,21,7,6,17,3.5,3.2
https://www.amazon.in/Lava-Z91-Blue-Storage-Offers/dp/B07GC2BK88/ref=sr_1_782?s=electronics&amp;ie=UTF8&amp;qid=1552788353&amp;sr=1-782&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1553,3.6,3200,32,3.6,72,70,23,1,1,2,94,4,1,10-Aug-18,49,21,7,6,17,3.5,3.2
https://www.amazon.in/Gionee-W1631GI-X1-Black-16GB/dp/B074ZR59Z5/ref=sr_1_379?s=electronics&amp;ie=UTF8&amp;qid=1552751197&amp;sr=1-379&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,555,3.7,6090,53,3.769444444,87,67,23,1,1,5,92,2,1,21-Aug-17,46,21,10,6,17,3.644444444,3.508571429
https://www.amazon.in/Gionee-X1-Black-16GB-Offers/dp/B0788C775J/ref=sr_1_531?s=electronics&amp;ie=UTF8&amp;qid=1552755991&amp;sr=1-531&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1824,3.7,4859,47,4.8,87,67,23,1,1,5,92,2,1,8-Jan-18,46,21,10,6,17,4.5,4.5
https://www.amazon.in/Nokia-3-1-Plus-Baltic-Storage/dp/B07JMHBMD1/ref=sr_1_211?s=electronics&amp;ie=UTF8&amp;qid=1552746237&amp;sr=1-211&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,242,4,3764,29,4.2,163,79,13,1,1,108,91,4,1,5,49,30,8,8,5,4,3.9
https://www.amazon.in/Nokia-3-1-Plus-Blue-Storage/dp/B07KRRP74R/ref=sr_1_156?s=electronics&amp;ie=UTF8&amp;qid=1552745405&amp;sr=1-156&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,232,4,2160,19,4.2,163,79,13,1,1,108,91,4,1,5,49,30,8,8,5,4,3.9
https://www.amazon.in/Vivo-1606-Crown-Without-Offer/dp/B07D5Q5NMP/ref=sr_1_544?s=electronics&amp;ie=UTF8&amp;qid=1552755991&amp;sr=1-544&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,752,3.7,1000,11,3.8,37,71,22,1,1,8,89,4,1,18-May-18,45,26,7,4,18,3.8,3.7
https://www.amazon.in/HTC-Desire-12-Cool-Black/dp/B07DPH4HT1/ref=sr_1_612?s=electronics&amp;ie=UTF8&amp;qid=1552758678&amp;sr=1-612&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,689,2.4,5910,37,2.6,35,32,61,1,1,2,89,4,1,12-Jun-18,20,12,7,6,55,2.5,2.1
https://www.amazon.in/HTC-Desire-Dual-16GB-Dark/dp/B00W7B72SS/ref=sr_1_689?s=electronics&amp;ie=UTF8&amp;qid=1552760647&amp;sr=1-689&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1332,3.4,6600,44,3.522222222,60,51,40,1,1,11,88,4,1,16-Apr-15,31,20,9,8,32,3.330769231,3.088461538
https://www.amazon.in/Swipe-Elite-4G-Gold-8GB/dp/B07CXVZNG4/ref=sr_1_841?s=electronics&amp;ie=UTF8&amp;qid=1552789836&amp;sr=1-841&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,2033,2.9,603,12,3,13,44,44,1,1,6,88,1,1,8-May-18,30,14,12,8,36,2.7,2.4
https://www.amazon.in/Gionee-M7-Power-Gold/dp/B0788BNK8N/ref=sr_1_459?s=electronics&amp;ie=UTF8&amp;qid=1552752536&amp;sr=1-459&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1166,3.5,10059,50,4,80,59,32,1,1,19,78,1,1,14-Dec-17,37,22,9,6,26,3.5,3.4
https://www.amazon.in/Honor-Gold-5-99-FullView-Display/dp/B0784D862R/ref=sr_1_447?s=electronics&amp;ie=UTF8&amp;qid=1552752131&amp;sr=1-447&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1248,3.8,4009,27,4,8,72,20,1,1,1,78,1,1,23-Nov-17,53,19,8,6,14,3.8,3.6
https://www.amazon.in/Micromax-V409-Black/dp/B07BXQF2SN/ref=sr_1_395?s=electronics&amp;ie=UTF8&amp;qid=1552751452&amp;sr=1-395&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,673,2.3,600,20,2.8,113,19,63,1,1,17,77,2,1,3-Apr-18,14,5,18,16,47,2.8,2.6
https://www.amazon.in/Micromax-V409-Black-Champagne/dp/B07BMX5J8K/ref=sr_1_294?s=electronics&amp;ie=UTF8&amp;qid=1552749212&amp;sr=1-294&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,806,2.3,600,20,2.8,113,19,63,1,1,17,77,2,1,21-Mar-18,14,5,18,16,47,2.8,2.6
https://www.amazon.in/Lava-Z90-Blue-32GB-Offers/dp/B079TQT4ZC/ref=sr_1_630?s=electronics&amp;ie=UTF8&amp;qid=1552759074&amp;sr=1-630&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,2084,3.3,2601,21,3.527272727,77,58,32,1,1,0,77,1,1,15-Feb-18,42,16,10,9,23,3.290909091,3.24
https://www.amazon.in/Gionee-P7-Max-Gold-Offers/dp/B0788BN7MG/ref=sr_1_590?s=electronics&amp;ie=UTF8&amp;qid=1552758090&amp;sr=1-590&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,578,2.8,4358,42,3.481481481,79,47,49,1,1,3,75,2,1,8-Jan-18,32,15,4,13,36,3.192592593,3.113636364
https://www.amazon.in/Gionee-P7-Max-Gold-Offers/dp/B0788BN7MG/ref=sr_1_468?s=electronics&amp;ie=UTF8&amp;qid=1552752536&amp;sr=1-468&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,539,2.8,4358,42,3.65,79,47,49,1,1,3,75,2,1,8-Jan-18,32,15,4,13,36,3.417857143,3.173076923
https://www.amazon.in/Vivo-Y81i-Black-Storage-Offer/dp/B07LB1D2BD/ref=sr_1_95?s=electronics&amp;ie=UTF8&amp;qid=1552739719&amp;sr=1-95&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,85,4.1,3000,27,3.9,81,77,11,1,1,11,73,5,1,3,58,19,12,1,10,3.9,3.7
https://www.amazon.in/Vivo-1812-Y81i-Storage-Offer/dp/B07LB946GK/ref=sr_1_105?s=electronics&amp;ie=UTF8&amp;qid=1552740213&amp;sr=1-105&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,119,4.1,3000,27,3.9,81,77,11,1,1,11,73,5,1,3,58,19,12,1,10,3.9,3.7
https://www.amazon.in/Gionee-X1S-W1627G-Gold-16GB/dp/B075RYTQ7D/ref=sr_1_817?s=electronics&amp;ie=UTF8&amp;qid=1552789036&amp;sr=1-817&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,825,3.6,3000,30,4.3,88,66,26,1,1,3,71,4,1,20-Sep-17,31,35,8,10,16,4,3.7
https://www.amazon.in/Oppo-CPH1729-A83-Champagne/dp/B078Y3J3LH/ref=sr_1_906?s=electronics&amp;ie=UTF8&amp;qid=1552790799&amp;sr=1-906&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,638,4.1,1751,11,3.521666667,68,83,11,1,1,2,71,5,1,11-Jan-18,59,24,6,1,10,3.253333333,3.175462963
https://www.amazon.in/Oppo-CPH1729-A83-Champagne/dp/B078Y3J3LH/ref=sr_1_1222?s=electronics&amp;ie=UTF8&amp;qid=1552811554&amp;sr=1-1222&amp;refinements=p_n_operating_system_browse-bin3A14850770317C14850790317C1485080031,786,4.1,1751,11,3.628571429,68,83,11,1,1,2,71,5,1,11-Jan-18,59,24,6,1,10,3.438095238,3.268421053
https://www.amazon.in/Oppo-F1S-Gold-with-Offers/dp/B07418S1ML/ref=sr_1_1030?s=electronics&amp;ie=UTF8&amp;qid=1552792535&amp;sr=1-1030&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,2619,3.6,3624,18,3.6,51,59,31,1,1,1,71,5,1,18-Jul-17,39,20,10,4,27,3.4,3
https://www.amazon.in/Honor-Lite-Glacier-Grey-Memory/dp/B07BNRSZ4K/ref=sr_1_232?s=electronics&amp;ie=UTF8&amp;qid=1552748147&amp;sr=1-232&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,264,3.7,6000,35,3.9,139,73,17,1,1,4,70,1,1,22-Mar-18,42,31,10,7,10,3.8,3.7
https://www.amazon.in/Samsung-Galaxy-Edge-Gold-Platinum/dp/B00UTGZ0GO/ref=sr_1_1138?s=electronics&amp;ie=UTF8&amp;qid=1552831621&amp;sr=1-1138&amp;refinements=p_n_operating_system_browse-bin3A14850770317C14850790317C1485080031,2074,3.6,4013,9,3.55,108,64,29,1,1,2,70,5,1,17-Mar-15,57,7,7,6,23,3.415,3.215
https://www.amazon.in/Samsung-Galaxy-Edge-Gold-Platinum/dp/B00UTGZ0GO/ref=sr_1_702?s=electronics&amp;ie=UTF8&amp;qid=1552762203&amp;sr=1-702&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1983,3.6,4013,9,3.644444444,108,64,29,1,1,2,70,5,1,17-Mar-15,57,7,7,6,23,3.464285714,3.444
https://www.amazon.in/Cosmic-Purple-128GB-Storage-Offer/dp/B07MDS6JTQ/ref=sr_1_299?s=electronics&amp;ie=UTF8&amp;qid=1552749212&amp;sr=1-299&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,401,4.2,10000,28,4.4,102,85,7,1,1,30,66,1,1,31-Dec-18,59,26,8,1,6,4.4,4
https://www.amazon.in/OPPO-Ruby-128GB-Storage-Offer/dp/B07MHCYJ51/ref=sr_1_382?s=electronics&amp;ie=UTF8&amp;qid=1552751197&amp;sr=1-382&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1076,4.2,10000,28,4.4,102,85,7,1,1,30,66,1,1,31-Dec-18,59,26,8,1,6,4.4,4
https://www.amazon.in/Nokia-3-1-Blue-32GB/dp/B07GRJVZVT/ref=sr_1_213?s=electronics&amp;ie=UTF8&amp;qid=1552746237&amp;sr=1-213&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,307,3,6340,45,3.3,68,49,40,1,1,61,65,4,1,7,32,17,11,8,32,3.3,3.2
https://www.amazon.in/Nokia-3-1-White-32GB/dp/B07GRGYTY7/ref=sr_1_344?s=electronics&amp;ie=UTF8&amp;qid=1552750748&amp;sr=1-344&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,555,3,6301,45,3.3,68,49,40,1,1,61,65,4,1,22-Aug-18,32,17,11,8,32,3.3,3.2
https://www.amazon.in/Nokia-3-1-Black-32GB/dp/B07GRJVZVS/ref=sr_1_150?s=electronics&amp;ie=UTF8&amp;qid=1552745405&amp;sr=1-150&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,159,3,5333,41,3.3,68,49,40,1,1,61,65,4,1,7,32,17,11,8,32,3.3,3.2
https://www.amazon.in/Gionee-P5-Mini-Black/dp/B01EA4PJWU/ref=sr_1_687?s=electronics&amp;ie=UTF8&amp;qid=1552760647&amp;sr=1-687&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,780,3.1,0,0,3.522222222,72,51,40,1,1,3,65,1,1,1-Jan-17,31,20,9,8,32,3.330769231,3.088461538
https://www.amazon.in/Vivo-1815-Nebula-Purple-Storage/dp/B07KXBVLQX/ref=sr_1_224?s=electronics&amp;ie=UTF8&amp;qid=1552748147&amp;sr=1-224&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,175,4.2,3000,19,4,91,81,8,1,1,19,61,3,1,22-Dec-18,51,30,11,3,5,3.8,3.7
https://www.amazon.in/Vivo-1815-Starry-Black-Storage/dp/B07KXC5KMQ/ref=sr_1_171?s=electronics&amp;ie=UTF8&amp;qid=1552746012&amp;sr=1-171&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,217,4.2,3000,19,4,91,81,8,1,1,19,61,3,1,3,51,30,11,3,5,3.8,3.7
https://www.amazon.in/LG-ThinQ-Blue-128GB-Storage/dp/B07MK2BS1W/ref=sr_1_316?s=electronics&amp;ie=UTF8&amp;qid=1552750526&amp;sr=1-316&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,332,4.5,10010,17,4.8,72,90,7,1,1,48,60,5,1,15-Jan-19,77,13,3,2,5,4.4,3.5
https://www.amazon.in/LG-ThinQ-Grey-128GB-Storage/dp/B07MSQ1MN7/ref=sr_1_470?s=electronics&amp;ie=UTF8&amp;qid=1552752536&amp;sr=1-470&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1639,4.5,10010,17,4.8,72,90,7,1,1,48,60,5,1,8-Jan-19,77,13,3,2,5,4.4,3.5
https://www.amazon.in/IKALL-Display-Calling-Battery-Silver/dp/B075N5HGCF/ref=sr_1_942?s=electronics&amp;ie=UTF8&amp;qid=1552791511&amp;sr=1-942&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,3051,2.5,2350,39,3.392,132,34,56,1,1,9,58,4,1,14-Sep-17,24,10,10,4,52,3.136,2.941666667
https://www.amazon.in/IKALL-K1-Android-Quad-core-Processor/dp/B075N7CX6V/ref=sr_1_599?s=electronics&amp;ie=UTF8&amp;qid=1552758090&amp;sr=1-599&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1288,2.5,2350,39,3.481481481,132,34,56,1,1,9,58,4,1,14-Sep-17,24,10,10,4,52,3.192592593,3.113636364
https://www.amazon.in/IKALL-K1-Quad-core-Processor-Black/dp/B075N463M5/ref=sr_1_448?s=electronics&amp;ie=UTF8&amp;qid=1552752131&amp;sr=1-448&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1100,2.5,2350,39,3.732258065,132,34,56,1,1,9,58,4,1,14-Sep-17,24,10,10,4,52,3.516129032,3.335714286
https://www.amazon.in/Intex-Aqua-Lions-Black-16GB/dp/B075V3DM6C/ref=sr_1_737?s=electronics&amp;ie=UTF8&amp;qid=1552762638&amp;sr=1-737&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,1266,2.7,949,16,2.8,47,45,49,1,1,0,51,1,1,22-Sep-17,33,12,6,8,41,2.7,2.6
https://www.amazon.in/Honor-9N-Sapphire-Blue-RAM/dp/B07JH1WZL5/ref=sr_1_221?s=electronics&amp;ie=UTF8&amp;qid=1552748147&amp;sr=1-221&amp;refinements=p_n_condition-type3A86099600312Cp_n_operating_system_browse-bin3A1485077031,471,4.4,5000,33,4.2,135,86,6,1,1,11,49,1,1,18-Oct-18,57,29,8,0,6,4.1,4
